,temp,relh,skph,day,month,year,time,minutes
461,1.0,69.25,9.26,10,1,2022,14:30:00,30
462,1.0,69.25,9.26,10,1,2022,15:00:00,0
463,0.0,74.44,9.26,10,1,2022,15:30:00,30
464,0.0,74.44,9.26,10,1,2022,16:00:00,0
465,0.0,69.04,7.408,10,1,2022,16:30:00,30
466,-1.0,74.26,7.408,10,1,2022,17:00:00,0
467,-1.0,74.26,9.26,10,1,2022,17:30:00,30
468,-1.0,74.26,11.112,10,1,2022,18:00:00,0
469,-1.0,68.83,11.112,10,1,2022,18:30:00,30
470,-2.0,74.08,11.112,10,1,2022,19:00:00,0
471,-2.0,74.08,12.964,10,1,2022,19:30:00,30
472,-2.0,74.08,12.964,10,1,2022,20:00:00,0
473,-2.0,74.08,11.112,10,1,2022,20:30:00,30
474,-3.0,79.77,12.964,10,1,2022,21:00:00,0
